userName,score,at,content,target
Gevania Leite,5,2022-07-17 08:21:10,Saya suka banget sama aplikasi ini tapi efek aku deh ko efek tiktok saya gabisa dipake 2022 yang keluarang efek baru,1
Aldo Neves,5,2022-07-17 05:56:29,"TITOK EMAN KEREN..........,...",1
patimah jts,5,2022-07-16 16:01:25,Ok lah bosku,1
Muchlis Margidin,2,2022-07-16 15:02:36,Kasih bintang 2 aja dulu,0
Op minahz,5,2022-07-16 12:55:20,Bondu Roni,1
Dadan Sundarin,5,2022-07-16 09:08:13,"Ya udh saya kasih 5 ajh dwech,,,",1
Domingos Da Csm,5,2022-07-16 05:55:42,🤝,1
Zozo Love,5,2022-07-16 05:40:51,Sangat oke,1
arshyla Sari,5,2022-07-16 05:22:16,Sangat bagus...,1
Andrianto,3,2022-07-16 01:21:37,Biasa aja,0
Yuyun yuliawati Riswandi,5,2022-07-15 18:43:00,Terimkasih,1
Hera Hermawati,5,2022-07-15 17:13:49,Terhibur bangettt ....,1
Arwali kuk,1,2022-07-15 14:48:10,Mls donlod ya karena gak punya paket,0
Jomblo Sejati,5,2022-07-15 13:08:48,delicious,1
Yoesef Setia,4,2022-07-15 12:18:26,sangat jd hiburan,1
Erwin Gun,5,2022-07-15 06:46:14,Mantap,1
Jumardian 1997syah,4,2022-07-15 01:22:31,Good,1
agus triwidodo,5,2022-07-14 08:11:37,Mantap,1
Kartika,5,2022-07-14 06:30:39,👍,1
Eni Sumiyati,5,2022-07-14 05:36:49,ku kasih 3 dulu bintang ya bagus banget sih,1
Fono Tonik,5,2022-07-14 01:54:03,🙉🙉🙉🙈🙈🙈,1
Sis Wanto,5,2022-07-14 01:34:47,Tiktok is very good,1
robymarga Putra,2,2022-07-14 01:00:59,Kasih bintang 2 aj deh,0
Ana Godinho,5,2022-07-14 00:39:49,Aku suka bangan apk nya....,1
Oppo aalimaempat,5,2022-07-13 23:09:20,Good,1
Viyan Tini,5,2022-07-13 13:52:45,Terbaik,1
Virna Arcanjo,4,2022-07-13 13:34:34,Marisia,1
Uddin Sahed,5,2022-07-13 11:39:47,"Ż h h b gbhn indonesia dan bahasa jawa timur yang huuuu di yuyun wahyuni, tetty yang ttg itu yg di atas meja. Download film dulu dulu cuLas di universitas muhammadiyah yogyakarta yuyun wahyuni yuyun yuyun",1
WaLövis,5,2022-07-13 10:27:50,aku ingin beta akses,1
Bambang Hermanto,5,2022-07-13 09:53:54,Gimana biar akun tiktok menghasilkan uqng,1
Gv Amaral,5,2022-07-13 04:03:55,Aku suka bangat,1
Dewi Sahrudin,5,2022-07-12 23:03:21,Terhibur senang,1
Cxb F,5,2022-07-12 19:36:22,Shafiq,1
Khafid khafid,5,2022-07-12 16:41:05,ini sangat seruuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,1
Alvie Piansyah,4,2022-07-12 16:28:24,Meski gk fyp tp mnghibur,1
Sena Rajab,3,2022-07-12 15:44:14,3 aja dulu lelet ngga kaya dulu,0
Broters VV Lirik,5,2022-07-12 04:17:55,Mantap apl nya...,1
Cesar Araújo deo correia,5,2022-07-12 00:38:30,Nice ona!!,1
Muhamad safrudin,5,2022-07-11 20:11:11,Sangat bagus sekali,1
Yarra Jhoni,5,2022-07-11 19:27:22,Cukup menghibur buat hiburan dan tontonan,1
Totoh Last,5,2022-07-11 18:25:24,Fresonal tkwith,1
Yaya Silvi yani,3,2022-07-11 17:37:16,. Ko aku nyimpen d draf sering ilang sendiri sh,0
DHIYA Royan,5,2022-07-11 13:01:36,Bagus amat,1
Muhamad Dimyati,5,2022-07-11 11:49:26,𝘠𝘦𝘥𝘰𝘬 𝘬𝘶𝘰𝘵𝘢 𝘺𝘢 𝘱𝘢𝘳𝘢𝘩 𝘣𝘢𝘵 𝘥𝘢𝘩 𝘪𝘯𝘪 𝘢𝘱𝘭𝘪𝘬𝘢𝘴𝘪,1
Elisabeth Bria,5,2022-07-11 09:32:43,Aplknya bgus bnge,1
Xxx Qing,5,2022-07-11 01:53:28,Bagus bisa apk ini,1
CA Gusman,5,2022-07-10 19:51:08,Ok,1
Nur Sholeh,5,2022-07-10 19:13:02,I m like,1
Pandu Ade sanjaya,5,2022-07-10 17:19:06,Bgs,1
La huma,5,2022-07-10 16:42:36,hvk,1
Ikin Sodikin,2,2022-07-10 14:54:45,Aku kasih 2 bitang dulu..,0
MD. NiROB Knb.,5,2022-07-10 13:37:52,NiRoB. Sxxx Ssdd Sss Dd,1
Masum Billah,4,2022-07-10 13:36:48,MD ROB,1
Taryumi Taryumi,5,2022-07-10 13:13:34,Bagus banget,1
Dari,3,2022-07-10 11:31:10,"I used to have subtitles and clear mode, which are both incredibly useful and now I don't have either. I don't understand why they would take the features that I could actually use and away again",0
Ilham Maulana,4,2022-07-10 10:59:56,Coba dulu,1
Fati Effendy Samon,5,2022-07-10 06:34:25,Good,1
ابوعلي العامري,4,2022-07-09 18:24:44,مايتث,1
Zeferino Freitas belo,5,2022-07-09 16:16:15,Keren,1
hasan Rasta,5,2022-07-09 16:04:46,Mantap sudah tmakasih,1
Cinta Cipu,5,2022-07-09 16:03:52,Sangat menarik,1
Yan's Mulyani,5,2022-07-09 15:13:17,Oke,1
Arao Arsenio,5,2022-07-09 11:52:12,Tik tok beri aku orang follow nya 10k dong dan like 500k,1
jibon Ginanjar,5,2022-07-09 10:11:26,Nice,1
A Chong,5,2022-07-09 09:17:09,Ok,1
Sah Anil,5,2022-07-09 05:17:42,Umesh,1
Tl Taibesi,5,2022-07-09 02:14:23,Aku kasi bintang 5 karna aku suka tiktok,1
Agus Ramdan,3,2022-07-09 01:26:16,"Tolong tambahkan pembayaran promosi menggunakan pulsa, jangan cuman kartu kredit.",0
muiz Sugar,5,2022-07-08 21:28:17,M Dollar,1
pereira araoujo,5,2022-07-08 16:33:15,👍🏻👍🏻👍🏻👍🏻👍🏻,1
Genyvia Zacalina,4,2022-07-08 11:50:25,Bagus tapi gamau ada live selama lagi nontong,1
ega tok,5,2022-07-08 11:18:41,Bagus kok kalian harus punya,1
Md Imran,5,2022-07-08 09:01:01,dhydhdeiududud wi,1
Zainul Arifin,5,2022-07-08 04:38:05,Kasih 1 dulu blm di coba,1
Md Markas,5,2022-07-08 04:05:38,Amira bawel.janda pengguda😍,1
Yashmin Arora,1,2022-07-07 18:22:27,kenapa sering ga bisa install,0
Novi Anti,5,2022-07-07 11:46:51,Sangat baguss,1
JHON ELANG,5,2022-07-07 09:08:35,Mantap selalu kasih bibntang 7,1
Sarya Sarya,5,2022-07-07 08:53:19,Sangat meyenangkan,1
Pengguna Google,5,2022-07-07 07:16:43,Hese fyp,1
Julião Lamberto Belo,5,2022-07-07 02:58:50,Mantap,1
Putu Agus Ardika Dharma Saputra 33,5,2022-07-07 02:31:04,mantap,1
Hshs Shhsbsbs,5,2022-07-06 20:29:12,❤❤,1
Idiris Mukhtaar,5,2022-07-06 19:46:47,cabdale boy,1
Maspupah,5,2022-07-06 19:42:27,Bgus aq suka .TPi g prnh msuk fyp,1
Boaventura S Da Costa Da costa,4,2022-07-06 14:19:38,bagus apk nya,1
Maria Madalena,5,2022-07-06 13:10:15,Bagus bangeet💪,1
Sasa Abaab,1,2022-07-06 10:58:24,apl nya bagud banget👍👍,0
Jose da Costa,5,2022-07-06 10:42:59,Menarik,1
Balthy Balthy,5,2022-07-06 10:39:18,Aplikasi ini Bagus Bangat,1
Abd rohim Rohiim,2,2022-07-06 10:33:04,Menarik,0
TV Oficial Musik,1,2022-07-06 09:52:03,Aplikasi bagus sekali tapi saya kasi bintang satu dolo soalnya Baru pake,0
Dedebadrudin96 Badrudin96,1,2022-07-06 09:12:01,Hehe,0
Alsino Dos reis,5,2022-07-06 08:58:19,Manptap,1
Noelia Sobr,1,2022-07-06 04:03:26,Bagus bagat❤️,0
TinaAzkiya0612 Azkiya,5,2022-07-06 03:47:39,Aplikasi ini bagus banget,1
Alfiah Angaraini,5,2022-07-06 03:00:13,Saya tidak bisa masuk ke akun lama saya kerna lupa kata sandi tiktok lama sya tolong bantuan,1
NOOR IQBAL,5,2022-07-05 22:41:34,Tik tok itulah bagus,1
Ruwaida Ahmat,5,2022-07-05 19:29:34,puas,1
Ela rani,5,2022-07-05 19:04:45,Ok,1
Nining S,5,2022-07-05 18:53:28,Sangat bagus,1
Yanti Correia,5,2022-07-05 14:15:07,🥰🥰,1
Rakib Hasan,5,2022-07-05 12:57:33,Kawsear,1
Mikhy Soares,5,2022-07-05 12:15:58,Keren apknya,1
Leonel Vieira,5,2022-07-05 10:38:01,M h k,1
Ririseptianaputri 91,5,2022-07-05 10:16:07,Like tiktok,1
Juju Magno,5,2022-07-05 07:51:51,Tik tok ini saya suka🤗👍,1
Angela Pinto,5,2022-07-05 05:12:50,Sangat bagus sangat membagikan 😜😜😎,1
Desi Zaenal,4,2022-07-04 23:50:00,Im to much like tiktok thanks,1
Haji Candra,5,2022-07-04 18:48:55,nice✌️✌️✌️✌️,1
Mohinaa Aa,5,2022-07-04 17:33:00,Terimakasih sangat menghibur,1
Ahsanali Butt,5,2022-07-04 13:45:22,Dehydrated,1
Kartana Kartana aina,5,2022-07-04 12:29:45,Sangat baik,1
TLH DIVOALVES,5,2022-07-04 11:42:44,Wkwkwkwk bagus bang getttt,1
تلا ناا,1,2022-07-04 11:07:42,Indonesia 🇮🇩,0
yanti dahliyanti,1,2022-07-04 10:02:32,No is mar you hits of limitid,0
Octaviana Dos Santos,5,2022-07-04 07:30:10,♥,1
Maria Moniz Lopes,5,2022-07-04 03:30:54,Bagus tiktok,1
Nadiya N,5,2022-07-04 02:49:47,Good,1
mamah Kembar26,5,2022-07-03 15:33:17,Sangat bagus 😍😍😍,1
Musriza Paputungan,5,2022-07-03 11:20:27,Keren pokoke...,1
Raj Thapa,1,2022-07-03 11:00:35,Rrj Thapa,0
Rafa Putra,5,2022-07-03 05:58:08,menghibur,1
raju02 kumar,3,2022-07-03 03:12:06,ranu,0
Hj Enah,3,2022-07-02 23:58:07,Tiktok gkpernah ngadain tiktok pke kuota chat payah wuuuu,0
Sonia Rany,5,2022-07-02 15:58:26,Baik sekali,1
yunicitra citra,5,2022-07-02 08:58:20,Netulim lgi yg llebih bagus biar vt aku lebih ramai dam lebih banyak yg nonton,1
Lala Dovialto,5,2022-07-02 07:13:04,Bgs,1
Jenito Castro,5,2022-07-02 06:24:24,😍,1
Akhmad Khamim thohari,5,2022-07-02 04:31:16,Nice,1
Muhammad Arsyad,1,2022-07-02 02:42:58,Terus di-update ini malah paketku temakan walaupun paket ku sedikit namun update nya otomatis hi kesal,0
Nani Nani,5,2022-07-02 01:36:31,Mantap,1
Aju Fernandes,5,2022-07-02 00:59:27,Bosco Bosco My Tom Fhdj Chug😍😍 ;Eire🔨⚾🎣⛳,1
zulhendri arifin,5,2022-07-01 16:34:20,Mantap,1
Naynawa Nasser,5,2022-07-01 15:44:56,bagus gilaaaaaaaAAaaaaaaaaa sumpahhhh gak ada kata boonggg,1
Farel Ailul Akhbar,5,2022-07-01 12:02:52,Reply me app owner,1
Dody xc,4,2022-07-01 10:13:14,👍,1
Rokayah durman Rokayah,4,2022-07-01 09:43:42,Bagus bngt,1
Kazeo NA,1,2022-07-01 06:03:53,Tik tok sekarang tidak sama lagi dengan dulu sekarang iklan banyak udah nggak bagus lagi !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
RAMA FISHING,4,2022-07-01 02:32:28,Bagus,1
Ridwan Natamenggala,5,2022-06-30 22:42:01,Keren,1
Linda Wati,5,2022-06-30 22:24:22,Suka banget sama tiktok,1
parlan khan antoni,5,2022-06-30 18:12:59,Bagus sekali🥰🥰🥰😘,1
Karye Sasak tv,3,2022-06-30 16:25:32,Ok,0
Soft Fes,1,2022-06-30 13:16:48,تك طك جملي وي عجبني,0
Joanito Da silva,5,2022-06-30 13:01:52,Teman hiduk,1
Abyazam Alfaroji,5,2022-06-30 06:20:43,Ko tiktok sya lelet. Kalo mau bikin video lama bngt,1
Elisa Neulis,5,2022-06-30 04:48:46,"Is the best poko nmh🥰🥰🥰love love you to tiktok,karna dgn tiktok kita bisa hiburan sepuas nya",1
Jorge Pinto,1,2022-06-30 04:44:36,ok,0
Isauradacosta Pinto,5,2022-06-30 00:35:29,Baguuusss dan Kasih Efek Baru biar Seruu,1
NIVIO BRM,5,2022-06-29 23:12:24,good,1
SURAIDA ADAM,5,2022-06-29 18:47:43,Tkw,1
Siti Nursiah,5,2022-06-29 17:27:12,Tak kasih 5,1
Neli Wulansari,5,2022-06-29 16:16:22,Very good,1
fauzicaem,5,2022-06-29 11:03:45,informatif n menghibur,1
Maya fernandes Maya silva,5,2022-06-29 10:56:31,Suka kamu,1
Oscar Lopes,5,2022-06-29 05:58:16,Bagus sekali,1
Ely Alas ta,5,2022-06-29 05:10:06,Ghot,1
ولاء على محمد على,5,2022-06-29 00:04:21,جاحد,1
Masita Ita,5,2022-06-28 21:14:36,Bagus,1
Romualdo De jesus,3,2022-06-28 17:17:47,Bagus,0
Rosa Andin,5,2022-06-28 13:39:14,Aplikasi ini sangat memuaskan,1
Ahmadi Fauzi,5,2022-06-28 10:59:21,Beban beban,1
PLAY STORE,5,2022-06-28 10:34:53,Bagus Tapi Jarang Fyp,1
sapri muslim,5,2022-06-27 22:33:37,Baik,1
Domansia Pinto,5,2022-06-27 21:52:37,sangat Bagussss,1
RARA,5,2022-06-27 14:15:34,Sangat bagus dan bermamfaat,1
Norsyifa,4,2022-06-27 13:39:38,Toktik,1
Rendi Hidayat,5,2022-06-27 12:11:26,Sangat mnynangkan,1
Siti Maselah,5,2022-06-27 08:04:36,Pko nya marketoop lah,1
Mau teber,2,2022-06-27 07:53:50,Okee,0
Patricio Kebo,5,2022-06-27 06:58:11,Bagus udah daunlot aja siapa suruh kaumu baca 😆😆😆😆😆😆😂,1
Amandarahmaliyaputri Amandarahmaliyaputri,5,2022-06-27 06:07:20,Bagussssss,1
Cgg SGg,5,2022-06-27 04:53:59,Bff,1
Ennie krisna,5,2022-06-27 03:00:13,"Bagus banget, meskipun saya ga pinter pinter goyang tp saya sanang happy",1
Nenkidha 27,5,2022-06-27 00:55:56,Sangat bagus,1
Jessica Mendez,5,2022-06-26 20:41:49,Youtube,1
Wong Jowo,5,2022-06-26 19:31:17,Top,1
Sarifah Ntb,5,2022-06-26 14:08:54,aplikasi vpn sangat membantu😀😀😀,1
Master Xijib,1,2022-06-26 12:55:51,Cringe,0
Natalino Nascimento,1,2022-06-26 12:23:05,I likeTikTok,0
Hj mustamin Kiki,5,2022-06-26 11:09:01,Mantap Menghibur....,1
Md Akv,5,2022-06-26 09:08:04,Mdakv,1
Mariano Ponilala,5,2022-06-26 08:37:07,welcome,1
Warsini Karna,1,2022-06-26 00:16:59,Kok tiktok nya buat bisa berhenti,0
Toto Subiyatno,5,2022-06-25 22:40:28,Bagus bangat klo ga donlut nyesel yaudah gitu aja by,1
Nana Alung,4,2022-06-25 16:53:37,Tiktok bikin hari2 ku campur aduk senang maupun sedih,1
8.1 - Balqis Elisya Sahda,1,2022-06-25 15:42:57,KENAPA INSTAL NYA LAMA BANGET!? PADAHAL WIFI NYA BAIK KOK!,0
Muhammad Abdul Ghofur,5,2022-06-25 10:27:33,Sangat berguna,1
Merlinda De oliveira,5,2022-06-25 09:40:17,Keren banget,1
Usnur Safani,5,2022-06-25 07:59:43,"Saya suka banget dgn tiktok bisa bnyk temen dn jg bisa ngilangin rasa suntuk saya tiktok bnr""buat saya suka",1
Siti Saadah,3,2022-06-25 05:06:40,Mengapa tik tok suka leg dan keluar sendiri,0
APRILYA pereira Tria,5,2022-06-25 03:39:08,Bagusss Tapi Fyp nya susah banget,1
Baqis Khoirul Azzam,1,2022-06-25 02:06:04,Kontolll. Apk ini bagusss aswwww,0
iMazy bro,1,2022-06-24 16:10:02,"Akun tiba"" DIBLOKIRR, Anehhh dek!!",0
Rd Nenden Siti Nurjanah,5,2022-06-24 15:38:23,Bagus banget😂,1
Revalina Arauju,1,2022-06-24 14:01:30,Kenapa ya aku donload ko ga bisa ya mohon atas perhatian tolon perbaiki,0
fquzi666,5,2022-06-24 08:57:04,Madep,1
Vir1509 Santika,5,2022-06-24 04:31:26,🥰🥰🥰,1
Dewi Armanda,5,2022-06-24 01:12:18,💜💜💜💜💜💜💜,1
Abdul Malik,5,2022-06-23 16:50:23,Aplikasi kasi ini bagus kita bisa bermain bisa pake filter,1
Nuril istiqoriah Nuril,5,2022-06-23 16:34:34,Suka banget,1
Andi Eno,5,2022-06-23 13:54:21,Good,1
keyjorachalasbilasilvapereira Keyjora,5,2022-06-23 13:24:51,Saya suka,1
Md Nustakim,5,2022-06-23 12:47:34,Jbj,1
Ameo Dias,3,2022-06-23 06:39:46,pake filter kok ga diizinin iya?,0
Iyang Poker,5,2022-06-23 06:20:47,Terimakasih buat aplikasi tiktok,1
Egas Barros,5,2022-06-23 05:18:12,Hogyn,1
Ribo Pereira,4,2022-06-23 04:43:44,Sy suka dgn tiktok ini 🥰😊,1
Youlpy Dacosta,5,2022-06-23 00:02:15,Suka bangat 😍😘,1
Raflesia luka luka,5,2022-06-22 16:14:32,Good,1
Mia Mia,3,2022-06-22 11:44:46,Kenapa setiap saya posting video selalu saja di mute,0
Nita Rosita,5,2022-06-22 08:04:20,Baik,1
siti komariah,5,2022-06-22 07:30:26,Bikin video aku fyp dong di beranda,1
Ramon Viegas Jr,5,2022-06-22 06:15:40,Saya suka dengan aplikasi ini,1
Sandy Mungiel,3,2022-06-22 06:01:38,Tak kasih 3 dulu soal ny akun bru klo bisa fyp q kasih 5 y,0
Wiwit Dewitta,5,2022-06-22 04:32:42,Kereen,1
Askhu Simenes,5,2022-06-22 03:18:01,🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃🍃,1
Lerio Pereira,5,2022-06-22 00:56:31,Bagus aplikasi nia,1
وفاء,5,2022-06-21 21:33:12,Bagus,1
MR. Vlogger,5,2022-06-21 18:11:07,fyp terus,1
Maria Lonely girls,5,2022-06-21 17:20:25,"Aplikasi tiktok sangat menghibur saya suka sekali, terima kasih tiktok",1
Ana Borges,5,2022-06-21 13:40:31,Every good intertaning,1
Maulana Safa,5,2022-06-21 06:18:49,Aku duet video orang..dan video itu d hapus dengan alasan melanggar paduan komunitas...ko aneh nya malah kita yang kena dampak nya kna warning,1
Ariyo MHK,5,2022-06-21 05:56:24,Fidoe film mfia bisness tik tok,1
