,userName,score,at,content,target,text,token,token_bersih
658,Karunia De carvalho,5,2022-11-12 03:41:38,Aplikasi bagus,1,aplikasi bagus,"['aplikasi', 'bagus']","['aplikasi', 'bagus']"
659,Abdur Raman,5,2022-11-12 03:41:27,Ok the best,1,ok the best,"['ok', 'the', 'best']",[]
660,Sonny Ayc,5,2022-11-12 03:34:28,Tiktom hilangkan rasa lelah bkerja,1,tiktom hilangkan rasa lelah bkerja,"['tiktom', 'hilangkan', 'rasa', 'lelah', 'bkerja']","['tiktom', 'hilangkan', 'lelah', 'bkerja']"
661,Vi V,5,2022-11-12 03:04:41,Good,1,good,['good'],[]
662,Slamet Hariyadi,4,2022-11-12 01:44:06,Enjoy,1,enjoy,['enjoy'],['enjoy']
663,Teja Hamzah,5,2022-11-11 21:29:34,Luar biasa,1,luar biasa,"['luar', 'biasa']",[]
664,eva hendeni,5,2022-11-11 17:47:12,hiburan yg sangat menghibur🥳🥳,1,hiburan yg sangat menghibur🥳🥳,"['hiburan', 'yg', 'sangat', 'menghibur🥳🥳']","['hiburan', 'yg', 'menghibur🥳🥳']"
665,Md joynal Munna,5,2022-11-11 17:09:43,Munna and,1,munna and,"['munna', 'and']",['munna']
666,Mar Yan,5,2022-11-11 16:27:43,why is my account even quiet after updating y no fyp what's the problem with me,1,why is my account even quiet after updating y no fyp what s the problem with me,"['why', 'is', 'my', 'account', 'even', 'quiet', 'after', 'updating', 'y', 'no', 'fyp', 'what', 's', 'the', 'problem', 'with', 'me']","['account', 'quiet', 'updating', 'fyp', 'problem']"
667,kokom Ajh,5,2022-11-11 15:39:34,Sae pisan mmasihan bae pilter flower kurang,1,sae pisan mmasihan bae pilter flower kurang,"['sae', 'pisan', 'mmasihan', 'bae', 'pilter', 'flower', 'kurang']","['sae', 'pisan', 'mmasihan', 'bae', 'pilter', 'flower']"
668,Fidel Barreto,5,2022-11-11 15:17:04,Tiktok terbaik👍👍,1,tiktok terbaik👍👍,['tiktok'],['tiktok']
669,Eric Caynol,5,2022-11-11 14:32:13,Bagus keren🤘,1,bagus keren🤘,"['bagus', 'keren🤘']","['bagus', 'keren🤘']"
670,Risma,5,2022-11-11 13:33:37,Very entertaining,1,very ente aining,"['very', 'ente', 'aining']","['ente', 'aining']"
671,Mencari Jati diri,5,2022-11-11 08:53:57,Tiktok is the best dechh...,1,tiktok is the best dechh   ,"['tiktok', 'is', 'the', 'best', 'dechh']","['tiktok', 'dechh']"
672,Noor 1,5,2022-11-11 03:01:37,Trimakasih,1,trimakasih,['trimakasih'],['trimakasih']
673,zelia gusmao,5,2022-11-10 22:53:05,Sumpah bagus banget tik tok aku kasih bintang 5 seru banget 😁😁😁😁🙏🍻😛,1,sumpah bagus banget tik tok aku kasih bintang 5 seru banget 😁😁😁😁🙏🍻😛,"['sumpah', 'bagus', 'banget', 'tik', 'tok', 'aku', 'kasih', 'bintang', '5', 'seru', 'banget']","['sumpah', 'bagus', 'banget', 'tik', 'tok', 'kasih', 'bintang', '5', 'seru', 'banget']"
674,Elning Ningning,5,2022-11-10 22:30:25,Love it,1,love it,"['love', 'it']",['love']
675,Cinta Sejati,5,2022-11-10 21:21:06,Kenapa aku g bisa donlot tik tok tolong aku ingin tik tok ku kembali😭😭😭,1,kenapa aku g bisa donlot tik tok tolong aku ingin tik tok ku kembali😭😭😭,"['kenapa', 'aku', 'g', 'bisa', 'donlot', 'tik', 'tok', 'tolong', 'aku', 'ingin', 'tik', 'tok', 'ku']","['g', 'donlot', 'tik', 'tok', 'tolong', 'tik', 'tok', 'ku']"
676,Sara Swati,5,2022-11-10 12:22:44,Mantap pokoknx,1,mantap pokoknx,"['mantap', 'pokoknx']","['mantap', 'pokoknx']"
677,Lina Masa Allh Lina Masa Allh,5,2022-11-10 11:52:37,"Fengalaman sebagai TKW sefi di luar negri Cuma bisa curhat di sini saya suka ber main tiktok..suka banget terima kasi🙏🙏teman teman ku moga sehat sellu..tawakaltu Alloh,🤲🤲🤲🤲🤲👑👑Amin yarob Amiiiiiin💝💝",1,fengalaman sebagai tkw sefi di luar negri cuma bisa curhat di sini saya suka ber main tiktok  suka banget terima kasi🙏🙏teman teman ku moga sehat sellu  tawakaltu alloh 🤲🤲🤲🤲🤲👑👑amin yarob amiiiiiin💝💝,"['fengalaman', 'sebagai', 'tkw', 'sefi', 'di', 'luar', 'negri', 'cuma', 'bisa', 'curhat', 'di', 'sini', 'saya', 'suka', 'ber', 'main', 'tiktok', 'suka', 'banget', 'terima', 'teman', 'ku', 'moga', 'sehat', 'sellu', 'tawakaltu', 'alloh', '🤲🤲🤲🤲🤲👑👑amin', 'yarob', 'amiiiiiin💝💝']","['fengalaman', 'tkw', 'sefi', 'negri', 'curhat', 'suka', 'ber', 'tiktok', 'suka', 'banget', 'terima', 'teman', 'ku', 'moga', 'sehat', 'sellu', 'tawakaltu', 'alloh', '🤲🤲🤲🤲🤲👑👑amin', 'yarob', 'amiiiiiin💝💝']"
678,Rifat Ahamed,5,2022-11-10 06:27:14,Devid faruk,1,devid faruk,"['devid', 'faruk']","['devid', 'faruk']"
679,Axill Costa,5,2022-11-10 03:34:35,iyaaa ini seru banget,1,iyaaa ini seru banget,"['iyaaa', 'ini', 'seru', 'banget']","['iyaaa', 'seru', 'banget']"
680,ABDUL ROSID,5,2022-11-09 15:43:20,Bagus bgt aku terhibur bgt dengan videonya 😁,1,bagus bgt aku terhibur bgt dengan videonya 😁,"['bagus', 'bgt', 'aku', 'terhibur', 'bgt', 'dengan', 'videonya']","['bagus', 'bgt', 'terhibur', 'bgt', 'videonya']"
681,Senshy Sonhy,5,2022-11-09 12:40:37,Baguuuusss bngttt,1,baguuuusss bngttt,"['baguuuusss', 'bngttt']","['baguuuusss', 'bngttt']"
682,dewita new,3,2022-11-09 11:02:59,Lumayan,0,lumayan,['lumayan'],['lumayan']
683,Keyjora Silva,5,2022-11-09 04:27:02,Terimadik sudah hadir dan meghasilkan beribu syarat,1,terimadik sudah hadir dan meghasilkan beribu syarat,"['terimadik', 'sudah', 'hadir', 'dan', 'meghasilkan', 'beribu', 'syarat']","['terimadik', 'hadir', 'meghasilkan', 'beribu', 'syarat']"
684,Mario soarespinto,5,2022-11-09 02:07:27,bagussss,1,bagussss,['bagussss'],['bagussss']
685,Cp umis,5,2022-11-08 20:22:01,"Alhmdulillah dengan mngunakan aplikasi ini dpt mnmbah wawasan, persahabatan...di tiktok",1,alhmdulillah dengan mngunakan aplikasi ini dpt mnmbah wawasan  persahabatan   di tiktok,"['alhmdulillah', 'dengan', 'mngunakan', 'aplikasi', 'ini', 'dpt', 'mnmbah', 'wawasan', 'persahabatan', 'di', 'tiktok']","['alhmdulillah', 'mngunakan', 'aplikasi', 'dpt', 'mnmbah', 'wawasan', 'persahabatan', 'tiktok']"
686,Ratu Bianca,5,2022-11-08 18:42:09,Good,1,good,['good'],[]
687,ayu iyuy,5,2022-11-08 18:27:20,good,1,good,['good'],[]
688,heri yani. tkw arab,1,2022-11-08 17:45:59,Kenapa berkali2 di download ga bisa d save.padahal qoata hbis berkurang .,0,kenapa berkali2 di download ga bisa d save padahal qoata hbis berkurang  ,"['kenapa', 'berkali2', 'di', 'download', 'ga', 'bisa', 'd', 'save', 'padahal', 'qoata', 'hbis', 'berkurang']","['berkali2', 'download', 'save', 'qoata', 'hbis', 'berkurang']"
689,Beruang Kutub,5,2022-11-08 17:39:02,Bagus,1,bagus,['bagus'],['bagus']
690,Binia Lajem,3,2022-11-08 16:12:46,Ok 👍,0,ok 👍,['ok'],[]
691,jooxfsq,1,2022-11-08 13:26:58,"APASEH MOSTING VIDEO AE GABISA NGELAG TERUS, TERUS MUNCUL TIKTOK GA MENANGGAPI, HEH AKU TUH UDAH BIKIN VIDEO SUSAH SUSAH MALAH GA BISA DI POSTING, GA GUNA BANGET, MAU NGEREKAM JUGA KAMERANYA NGE FREZZE ANJJJ",0,apaseh mosting video ae gabisa ngelag terus  terus muncul tiktok ga menanggapi  heh aku tuh udah bikin video susah susah malah ga bisa di posting  ga guna banget  mau ngerekam juga kameranya nge frezze anjjj,"['apaseh', 'mosting', 'video', 'ae', 'gabisa', 'ngelag', 'terus', 'terus', 'muncul', 'tiktok', 'ga', 'menanggapi', 'heh', 'aku', 'tuh', 'udah', 'bikin', 'video', 'susah', 'susah', 'malah', 'ga', 'bisa', 'di', 'posting', 'ga', 'guna', 'banget', 'mau', 'ngerekam', 'juga', 'kameranya', 'nge', 'frezze', 'anjjj']","['apaseh', 'mosting', 'video', 'ae', 'gabisa', 'ngelag', 'muncul', 'tiktok', 'menanggapi', 'heh', 'tuh', 'udah', 'bikin', 'video', 'susah', 'susah', 'posting', 'banget', 'ngerekam', 'kameranya', 'nge', 'frezze', 'anjjj']"
692,Tony li,5,2022-11-08 12:59:01,Keren,1,keren,['keren'],['keren']
693,Pengguna Google,5,2022-11-08 07:57:02,Keren,1,keren,['keren'],['keren']
694,hendy rich,5,2022-11-08 04:53:24,Cepat hasilkan uang,1,cepat hasilkan uang,"['cepat', 'hasilkan', 'uang']","['cepat', 'hasilkan', 'uang']"
695,Abiiink89 Hsbr,5,2022-11-08 03:38:13,Seeeep ampikasi nih joooss skli boosku....,1,seeeep ampikasi nih joooss skli boosku    ,"['seeeep', 'ampikasi', 'nih', 'joooss', 'skli', 'boosku']","['seeeep', 'ampikasi', 'nih', 'joooss', 'skli', 'boosku']"
696,Meta Meta,2,2022-11-08 02:21:47,"Mengapa aplikasi saya tidak bisa melangsungkan live, padahal umur saya sudah melampaui lebih dari 20 tahun, dan sampai sekarang pengikut saya pun sudah lebih dari 1000, tolong untuk aplikasi tiktok membuka akun saya agar say bisa membuat live.",0,mengapa aplikasi saya tidak bisa melangsungkan live  padahal umur saya sudah melampaui lebih dari 20 tahun  dan sampai sekarang pengikut saya pun sudah lebih dari 1000  tolong untuk aplikasi tiktok membuka akun saya agar say bisa membuat live ,"['mengapa', 'aplikasi', 'saya', 'tidak', 'bisa', 'melangsungkan', 'live', 'padahal', 'umur', 'saya', 'sudah', 'melampaui', 'lebih', 'dari', '20', 'tahun', 'dan', 'sampai', 'sekarang', 'pengikut', 'saya', 'pun', 'sudah', 'lebih', 'dari', '1000', 'tolong', 'untuk', 'aplikasi', 'tiktok', 'membuka', 'akun', 'saya', 'agar', 'say', 'bisa', 'membuat', 'live']","['aplikasi', 'melangsungkan', 'live', 'umur', 'melampaui', '20', 'pengikut', '1000', 'tolong', 'aplikasi', 'tiktok', 'membuka', 'akun', 'live']"
697,Rafael Riwu,5,2022-11-08 00:05:17,Mant,1,mant,['mant'],['mant']
698,Iis Sitiaisyah,5,2022-11-07 20:56:15,👍👍👍👍👍,1,👍👍👍👍👍,[],[]
699,Imam Domino,5,2022-11-07 17:46:05,Asik,1,asik,['asik'],['asik']
700,Munir Bagas,4,2022-11-07 16:48:33,Mantap,1,mantap,['mantap'],['mantap']
701,Adil,2,2022-11-07 15:36:17,"Mohon dongg bug nya, enth cuman gua doang yang gak ada fitur ""tambahkan lokasi"", dri kemarin udh di update lalu di uninstall lalu update lalu uninstall tpi gak ada fitur tersebut, kecewa gue kalau bikin konten tanpa fitur ""tambahkan lokasi"". Dan satu hal lagi, icon filter efek AR diberanda pun tidak terlihat. Bahkan sampai ke icon ""keranjang kuning"" belanja pun tidak terlihat di atas username beranda",0,mohon dongg bug nya  enth cuman gua doang yang gak ada fitur  tambahkan lokasi   dri kemarin udh di update lalu di uninstall lalu update lalu uninstall tpi gak ada fitur tersebut  kecewa gue kalau bikin konten tanpa fitur  tambahkan lokasi   dan satu hal lagi  icon filter efek ar diberanda pun tidak terlihat  bahkan sampai ke icon  keranjang kuning  belanja pun tidak terlihat di atas username beranda,"['mohon', 'dongg', 'bug', 'nya', 'enth', 'cuman', 'gua', 'doang', 'yang', 'gak', 'ada', 'fitur', 'tambahkan', 'lokasi', 'dri', 'kemarin', 'udh', 'di', 'update', 'lalu', 'di', 'uninstall', 'lalu', 'update', 'lalu', 'uninstall', 'tpi', 'gak', 'ada', 'fitur', 'tersebut', 'kecewa', 'gue', 'kalau', 'bikin', 'konten', 'tanpa', 'fitur', 'tambahkan', 'lokasi', 'dan', 'satu', 'hal', 'lagi', 'icon', 'filter', 'efek', 'ar', 'diberanda', 'pun', 'tidak', 'terlihat', 'bahkan', 'sampai', 'ke', 'icon', 'keranjang', 'kuning', 'belanja', 'pun', 'tidak', 'terlihat', 'di', 'atas', 'username', 'beranda']","['mohon', 'dongg', 'bug', 'nya', 'enth', 'cuman', 'gua', 'doang', 'yang', 'gak', 'fitur', 'tambahkan', 'lokasi', 'dri', 'kemarin', 'udh', 'update', 'uninstall', 'update', 'uninstall', 'tpi', 'gak', 'fitur', 'kecewa', 'gue', 'bikin', 'konten', 'fitur', 'tambahkan', 'lokasi', 'icon', 'filter', 'efek', 'diberanda', 'icon', 'keranjang', 'kuning', 'belanja', 'username', 'beranda']"
702,Nan Nani,5,2022-11-07 14:59:45,Bagus makasih buat yg bikin app tiktok,1,bagus makasih buat yg bikin app tiktok,"['bagus', 'makasih', 'buat', 'yg', 'bikin', 'app', 'tiktok']","['bagus', 'makasih', 'yg', 'bikin', 'app', 'tiktok']"
703,Reni Reniajah,5,2022-11-07 14:27:17,Sangat menghibur,1,sangat menghibur,"['sangat', 'menghibur']",['menghibur']
704,Miah April,5,2022-11-07 14:26:46,lumayan bagus,1,lumayan bagus,"['lumayan', 'bagus']","['lumayan', 'bagus']"
705,conceicao Namau,5,2022-11-07 13:11:36,Bagus banget 😍,1,bagus banget 😍,"['bagus', 'banget']","['bagus', 'banget']"
706,Maria Araujo,5,2022-11-07 07:01:02,Sisi gelap masyarakat yang An yang bisa Anda dapatkan dari segi tiga misalnya dari segi empat modern by the copyright holder yang An ini adalah beberapa tips yang bisa Anda lakukan untuk pesta malam acara resmi dan yang An ini adalah beberapa tips yang bisa Anda lakukan untuk pesta malam acara resmi dan vitamin e bagi kecantikan kulit wajah yang cantik dan vitamin e bagi kecantikan kulit wajah yang cantik dan seksi pada saat itu yang An ini adalah beberapa tips yang bisa Anda lakukan untuk pesta,1,sisi gelap masyarakat yang an yang bisa anda dapatkan dari segi tiga misalnya dari segi empat modern by the copyright holder yang an ini adalah beberapa tips yang bisa anda lakukan untuk pesta malam acara resmi dan yang an ini adalah beberapa tips yang bisa anda lakukan untuk pesta malam acara resmi dan vitamin e bagi kecantikan kulit wajah yang cantik dan vitamin e bagi kecantikan kulit wajah yang cantik dan seksi pada saat itu yang an ini adalah beberapa tips yang bisa anda lakukan untuk pesta,"['sisi', 'gelap', 'masyarakat', 'yang', 'an', 'yang', 'bisa', 'anda', 'dapatkan', 'dari', 'segi', 'tiga', 'misalnya', 'dari', 'segi', 'empat', 'modern', 'by', 'the', 'copyright', 'holder', 'yang', 'an', 'ini', 'adalah', 'beberapa', 'tips', 'yang', 'bisa', 'anda', 'lakukan', 'untuk', 'pesta', 'malam', 'acara', 'resmi', 'dan', 'yang', 'an', 'ini', 'adalah', 'beberapa', 'tips', 'yang', 'bisa', 'anda', 'lakukan', 'untuk', 'pesta', 'malam', 'acara', 'resmi', 'dan', 'vitamin', 'e', 'bagi', 'kecantikan', 'kulit', 'wajah', 'yang', 'cantik', 'dan', 'vitamin', 'e', 'bagi', 'kecantikan', 'kulit', 'wajah', 'yang', 'cantik', 'dan', 'seksi', 'pada', 'saat', 'itu', 'yang', 'an', 'ini', 'adalah', 'beberapa', 'tips', 'yang', 'bisa', 'anda', 'lakukan', 'untuk', 'pesta']","['sisi', 'gelap', 'masyarakat', 'yang', 'yang', 'dapatkan', 'segi', 'segi', 'modern', 'copyright', 'holder', 'yang', 'tips', 'yang', 'lakukan', 'pesta', 'malam', 'acara', 'resmi', 'yang', 'tips', 'yang', 'lakukan', 'pesta', 'malam', 'acara', 'resmi', 'vitamin', 'kecantikan', 'kulit', 'wajah', 'yang', 'cantik', 'vitamin', 'kecantikan', 'kulit', 'wajah', 'yang', 'cantik', 'seksi', 'yang', 'tips', 'yang', 'lakukan', 'pesta']"
707,Nit Not,5,2022-11-06 21:07:31,Bagus dan sangat menghibur,1,bagus dan sangat menghibur,"['bagus', 'dan', 'sangat', 'menghibur']","['bagus', 'menghibur']"
708,SUGENG RIADI,5,2022-11-06 20:06:25,Sangat bagus,1,sangat bagus,"['sangat', 'bagus']",['bagus']
709,Detty Sabrina,5,2022-11-06 19:31:54,Good,1,good,['good'],[]
710,Shahid 580,5,2022-11-06 15:56:58,Talha tanveer,1,talha tanveer,"['talha', 'tanveer']","['talha', 'tanveer']"
711,Mira Channel,5,2022-11-06 07:59:44,Baguuuus,1,baguuuus,['baguuuus'],['baguuuus']
712,Upload Yt,5,2022-11-06 07:09:48,Mantap,1,mantap,['mantap'],['mantap']
713,sukiani remoh,5,2022-11-06 05:59:53,Suka banget sama tiktok.banyak teman saling Support,1,suka banget sama tiktok banyak teman saling suppo ,"['suka', 'banget', 'sama', 'tiktok', 'banyak', 'teman', 'saling', 'suppo']","['suka', 'banget', 'tiktok', 'teman', 'suppo']"
714,Aprilia Dewi lestari,5,2022-11-06 01:37:06,👍👍👍,1,👍👍👍,[],[]
715,yulianus yobee yuli,5,2022-11-05 09:37:45,aku ingin mau jadi pelajari,1,aku ingin mau jadi pelajari,"['aku', 'ingin', 'mau', 'jadi', 'pelajari']",['pelajari']
716,Buayatasik90,5,2022-11-05 07:58:58,Bgus,1,bgus,['bgus'],['bgus']
717,Muhammad Nadir,5,2022-11-05 07:37:32,Bagus,1,bagus,['bagus'],['bagus']
718,AnqueciaClotata Carvalho,4,2022-11-05 04:11:20,Maaf saya kurangi bintangnya karena sedikit kecewa 🥺,1,maaf saya kurangi bintangnya karena sedikit kecewa 🥺,"['maaf', 'saya', 'kurangi', 'bintangnya', 'karena', 'sedikit', 'kecewa', '🥺']","['maaf', 'kurangi', 'bintangnya', 'kecewa', '🥺']"
719,Yeri Kedei,5,2022-11-04 22:10:01,Pegen di ikuti,1,pegen di ikuti,"['pegen', 'di', 'ikuti']","['pegen', 'ikuti']"
720,Lamini Lamini,5,2022-11-04 20:59:49,Tak kei nilai 5 bintang langsung ya,1,tak kei nilai 5 bintang langsung ya,"['tak', 'kei', 'nilai', '5', 'bintang', 'langsung', 'ya']","['kei', 'nilai', '5', 'bintang', 'langsung']"
721,Arianator Grande,5,2022-11-04 13:38:38,Ftyju,1,ftyju,['ftyju'],['ftyju']
722,Yanbanundi Yanbanundi,5,2022-11-04 12:38:56,Bagus,1,bagus,['bagus'],['bagus']
723,Tri wahyu Sandi yudha,5,2022-11-04 10:08:18,Bagus,1,bagus,['bagus'],['bagus']
724,Reinaldo de Almeida Godinho,5,2022-11-03 14:35:21,Jaringan terburuk.. tolong perbaiki,1,jaringan terburuk   tolong perbaiki,"['jaringan', 'terburuk', 'tolong', 'perbaiki']","['jaringan', 'terburuk', 'tolong', 'perbaiki']"
725,Yakiya Gobai,5,2022-11-03 12:24:05,Kopo,1,kopo,['kopo'],['kopo']
726,Halo Rizuki,1,2022-11-03 08:21:13,perusak moral,0,perusak moral,"['perusak', 'moral']",['perusak']
727,Qinton Santos,5,2022-11-03 07:05:24,Bagus,1,bagus,['bagus'],['bagus']
728,Maria Febya,5,2022-11-03 05:23:13,i love tik tok,1,i love tik tok,"['i', 'love', 'tik', 'tok']","['love', 'tik', 'tok']"
729,Akai Sigaru,5,2022-11-03 05:21:06,Aplikasi tiktok💪💪,1,aplikasi tiktok💪💪,['aplikasi'],['aplikasi']
730,Moskow 2k4,5,2022-11-03 04:53:59,"Bagus sekali,tpi tik tok gw nggak pernah fyp🥺😟",1,bagus sekali tpi tik tok gw nggak pernah fyp🥺😟,"['bagus', 'sekali', 'tpi', 'tik', 'tok', 'gw', 'nggak', 'pernah', 'fyp🥺😟']","['bagus', 'tpi', 'tik', 'tok', 'gw', 'nggak', 'fyp🥺😟']"
731,Hady Rasta kerta,5,2022-11-02 16:54:23,aplikasinya baik cuma perangkat saya yang kurang baik,1,aplikasinya baik cuma perangkat saya yang kurang baik,"['aplikasinya', 'baik', 'cuma', 'perangkat', 'saya', 'yang', 'kurang', 'baik']","['aplikasinya', 'perangkat', 'yang']"
732,Fahmi Fahmi,5,2022-11-02 14:46:43,Wah aplikasi nya seru bangt😍😍😍,1,wah aplikasi nya seru bangt😍😍😍,"['wah', 'aplikasi', 'nya', 'seru']","['aplikasi', 'nya', 'seru']"
733,Aminah,5,2022-11-02 11:57:06,Sungguh sangat sangat puas kami dengan tiktok makasih tiktok 🥰💞💝💝,1,sungguh sangat sangat puas kami dengan tiktok makasih tiktok 🥰💞💝💝,"['sungguh', 'sangat', 'sangat', 'puas', 'kami', 'dengan', 'tiktok', 'makasih', 'tiktok']","['sungguh', 'puas', 'tiktok', 'makasih', 'tiktok']"
734,Ayu Azahra,5,2022-11-02 09:22:09,👍👍👍,1,👍👍👍,[],[]
735,Nona Supu Saparua,5,2022-11-02 08:09:10,Cool,1,cool,['cool'],['cool']
736,Fiaz Ali,5,2022-11-01 19:17:23,shazek,1,shazek,['shazek'],['shazek']
737,Yuliana Dea,4,2022-11-01 14:59:24,"Kenapa sekarang sering minta hapus instal. Dan kalu bikin video sering kakau Dan harus mulai dari awal lagi,tolong dong pihak tiktok untuk Di perbaiki",1,kenapa sekarang sering minta hapus instal  dan kalu bikin video sering kakau dan harus mulai dari awal lagi tolong dong pihak tiktok untuk di perbaiki,"['kenapa', 'sekarang', 'sering', 'minta', 'hapus', 'instal', 'dan', 'kalu', 'bikin', 'video', 'sering', 'kakau', 'dan', 'harus', 'mulai', 'dari', 'awal', 'lagi', 'tolong', 'dong', 'pihak', 'tiktok', 'untuk', 'di', 'perbaiki']","['hapus', 'instal', 'kalu', 'bikin', 'video', 'kakau', 'tolong', 'tiktok', 'perbaiki']"
738,Waseem Waseem,1,2022-11-01 12:40:01,Waseem555bate,0,waseem555bate,['waseem555bate'],['waseem555bate']
739,DWI PURWANINGSIH,5,2022-11-01 09:13:38,Sangat menghibur 🦋,1,sangat menghibur 🦋,"['sangat', 'menghibur', '🦋']","['menghibur', '🦋']"
740,Bali traveling chanel,5,2022-11-01 07:36:00,ok sie.walaupun belum gacor,1,ok sie walaupun belum gacor,"['ok', 'sie', 'walaupun', 'belum', 'gacor']",['gacor']
741,Fitri Susilawati,5,2022-11-01 06:00:25,I love,1,i love,"['i', 'love']",['love']
742,Ichia Nicole,1,2022-11-01 02:04:32,why the filter isnt working,0,why the filter isnt working,"['why', 'the', 'filter', 'isnt', 'working']","['filter', 'working']"
743,Fachrurozi Rambe,5,2022-10-31 21:07:35,Ok,1,ok,['ok'],[]
744,Asia Asia,3,2022-10-31 15:06:29,Aku cba dlu Ksh Bintang 3 klu bgs Sya tmbh lg,0,aku cba dlu ksh bintang 3 klu bgs sya tmbh lg,"['aku', 'cba', 'dlu', 'ksh', 'bintang', '3', 'klu', 'bgs', 'sya', 'tmbh', 'lg']","['cba', 'dlu', 'ksh', 'bintang', '3', 'klu', 'bgs', 'sya', 'tmbh', 'lg']"
745,Zeferino Verdial Verdial,5,2022-10-31 13:14:09,Bagus,1,bagus,['bagus'],['bagus']
746,Fernando Mario,5,2022-10-31 11:43:28,Krennn,1,krennn,['krennn'],['krennn']
747,Zubaidah Mohamed,5,2022-10-31 04:56:28,Sangat menarik,1,sangat menarik,"['sangat', 'menarik']",['menarik']
748,Dex Nego-Nego,5,2022-10-31 04:40:07,Bagus,1,bagus,['bagus'],['bagus']
749,Ason Santos,5,2022-10-31 03:24:25,Sangat cocok untuk Anda,1,sangat cocok untuk anda,"['sangat', 'cocok', 'untuk', 'anda']",['cocok']
750,Asan Araujo,5,2022-10-31 00:30:46,😊😊😊😊😍😍😍😘,1,😊😊😊😊😍😍😍😘,[],[]
751,Jofhya DeFatima,2,2022-10-30 23:55:47,Bagus bangat,0,bagus bangat,"['bagus', 'bangat']","['bagus', 'bangat']"
752,Amih Abang,5,2022-10-30 19:11:36,Lebih dapat banyan teman,1,lebih dapat banyan teman,"['lebih', 'dapat', 'banyan', 'teman']","['banyan', 'teman']"
753,Dd Ff,5,2022-10-30 17:17:17,Aplikasi yang sangat bgus,1,aplikasi yang sangat bgus,"['aplikasi', 'yang', 'sangat', 'bgus']","['aplikasi', 'yang', 'bgus']"
754,Irham Bin zainudin,5,2022-10-30 16:23:01,Sangat bagus dan mantol,1,sangat bagus dan mantol,"['sangat', 'bagus', 'dan', 'mantol']","['bagus', 'mantol']"
755,Ryan Cruz,4,2022-10-30 16:06:53,Bien,1,bien,['bien'],[]
756,Ayu Indy,5,2022-10-30 11:18:50,Pokok nya terloveeee,1,pokok nya terloveeee,"['pokok', 'nya', 'terloveeee']","['pokok', 'nya', 'terloveeee']"
757,Zyto Oliveira,4,2022-10-30 04:26:26,Tiktok mancap♥️,1,tiktok mancap♥️,"['tiktok', 'mancap♥️']","['tiktok', 'mancap♥️']"
758,John Sintha,5,2022-10-30 04:10:05,Cukup baik,1,cukup baik,"['cukup', 'baik']",[]
759,Mbah Panut Panut,4,2022-10-29 23:21:32,Okkk siapppp good,1,okkk siapppp good,"['okkk', 'siapppp', 'good']","['okkk', 'siapppp']"
760,jose ximenes,5,2022-10-29 23:08:48,Editor video,1,editor video,"['editor', 'video']","['editor', 'video']"
761,Mohammed Yimam,5,2022-10-29 20:22:39,Ads,1,ads,['ads'],['ads']
762,Roix genta,4,2022-10-29 18:33:16,Ok lah,1,ok lah,"['ok', 'lah']",[]
763,one day tour,5,2022-10-29 15:04:16,thanks TikTok ..,1,thanks tiktok   ,"['thanks', 'tiktok']",['tiktok']
764,Jhoe Asensio,5,2022-10-29 13:09:30,Mantap,1,mantap,['mantap'],['mantap']
765,Neeha Ali,5,2022-10-29 12:50:20,Saya kasi 5 bintang tapi tolong dong file nya di perkecil jadi gak merusak ke app lain nya,1,saya kasi 5 bintang tapi tolong dong file nya di perkecil jadi gak merusak ke app lain nya,"['saya', 'kasi', '5', 'bintang', 'tapi', 'tolong', 'dong', 'file', 'nya', 'di', 'perkecil', 'jadi', 'gak', 'merusak', 'ke', 'app', 'lain', 'nya']","['kasi', '5', 'bintang', 'tolong', 'file', 'nya', 'perkecil', 'gak', 'merusak', 'app', 'nya']"
